"","baseMean","log2FoldChange","lfcSE","pvalue","padj","rownames"
"Misin19G219700.1",171.820828582599,2.79252765437344,1.85694719870142,6.62108428701516e-05,0.0183955248171259,"Misin19G219700.1"
"Misin19G248200.1",88.2850690468032,-6.75565792738616,0.819184348218161,2.00132388310181e-17,1.41093333758677e-13,"Misin19G248200.1"
"MisinT014600.1",1522.84651638216,7.08872523700798,1.61952992078178,2.87055834201917e-07,0.00018000174552108,"MisinT014600.1"
"MisinT014900.1",378.02049901118,4.66339071484381,2.45466352102863,2.54082961400554e-05,0.00838028013040423,"MisinT014900.1"
"Misin03G006300.1",11.8876291704915,-4.62289182014903,2.90612758582032,3.49792052824775e-05,0.0108995976681311,"Misin03G006300.1"
"Misin03G034300.1",798.015133257028,-0.753718093337448,0.407775313843731,1.46503422117631e-05,0.00547204834929429,"Misin03G034300.1"
"Misin03G042000.1",539.56238884002,1.31450163622433,0.305060748323407,8.3155598067906e-07,0.000446664355336181,"Misin03G042000.1"
"Misin03G074500.1",21.1573904784686,4.81119681507998,1.48490405855669,5.05375777887441e-06,0.00220954991262416,"Misin03G074500.1"
"Misin03G164900.1",96.907454828313,2.53638989532493,1.52543511800969,5.07055545527201e-05,0.0147412024575949,"Misin03G164900.1"
"Misin03G352500.1",24.3209647173443,5.02665908240591,3.3663536728733,2.96809224943402e-05,0.00956573730674736,"Misin03G352500.1"
"Misin03G357000.1",404.78098621072,1.60612821729604,0.64918056003121,1.17440395213173e-05,0.00463191488812796,"Misin03G357000.1"
"MisinT086100.1",160.190427788338,3.10636675763745,0.522131601792986,1.78802838918886e-09,1.80080002054021e-06,"MisinT086100.1"
"Misin18G011500.1",87.05604806142,-1.95563141156667,1.99489493158557,0.000191865685228611,0.0450959085883533,"Misin18G011500.1"
"Misin18G131900.1",118.299272893886,-36.6883690641019,4.40084914969372,1.08305108516514e-17,8.72629731475915e-14,"Misin18G131900.1"
"Misin18G134000.1",171.355837133826,0.917967945037023,1.03193695447092,0.000179573388930184,0.0429149963375524,"Misin18G134000.1"
"Misin18G226000.1",142.711802580406,-5.04376646684346,1.07998363404874,3.5925432076049e-07,0.000211061913446788,"Misin18G226000.1"
"Misin18G256700.1",193.474616737221,-2.60934985664288,0.510872214602772,1.42931294991292e-07,9.71243980422757e-05,"Misin18G256700.1"
"Misin18G259300.1",88.6766254498502,1.72490742133874,0.700753659450903,1.26167601091905e-05,0.00484071612352613,"Misin18G259300.1"
"MisinT340700.1",74.1670784528232,-5.75160734717452,2.27430480997942,8.44486418267564e-06,0.00345137927465874,"MisinT340700.1"
"MisinT265000.1",84.7346954417369,-8.05111766596332,1.443207963136,8.86414779331234e-10,9.99875871085632e-07,"MisinT265000.1"
"MisinT447600.1",17.2545626901046,5.93267626832028,2.76310636321062,1.12452397020764e-05,0.00449809588083055,"MisinT447600.1"
"MisinT317800.1",17.644512765294,3.18320413109648,2.28110212555449,7.44626185257368e-05,0.0203868528390852,"MisinT317800.1"
"MisinT470400.1",485.659253834547,-0.774970201037864,0.831623785514768,0.000133184723400824,0.0332372495566659,"MisinT470400.1"
"MisinT067200.1",27.5779897186526,1.34311603909348,1.42764940886496,0.000195020058072938,0.0455533095951442,"MisinT067200.1"
"MisinT056300.1",523.655167897593,-4.00838523584328,0.657564933440555,5.55718987251947e-10,6.65869863220578e-07,"MisinT056300.1"
"MisinT021500.1",2831.7499048729,-0.423913271925303,0.5756443694845,0.000169584262086182,0.0412265188864685,"MisinT021500.1"
"Misin12G006000.1",10.7961288056346,-3.74672192323043,2.98683758865208,7.14668889659852e-05,0.0196621099399101,"Misin12G006000.1"
"Misin12G006100.1",23.2529535226926,-4.43866151251778,3.08816774803354,4.32858747341414e-05,0.0128490701842399,"Misin12G006100.1"
"Misin12G006200.1",70.9943673864468,-4.19181778324455,0.866741278702265,2.83340100973299e-07,0.00018000174552108,"Misin12G006200.1"
"Misin12G056600.1",14.1778720764658,-5.34183455274089,2.75677609778162,1.82218235560498e-05,0.00634389412692104,"Misin12G056600.1"
