"","TF","MEMBERS"
"4272","Misin18G154700.1","'Misin17G092700.1"", 'Misin09G200100.1"", 'MisinT393900.1"", 'Misin11G120000.1"", 'Misin11G165700.1"", 'Misin11G178700.1"", 'Misin12G150600.1"", 'Misin13G164200.1"""
"4273","Misin18G160100.1","'Misin05G018000.1"", 'Misin10G012100.1"", 'Misin02G300900.1"""
"4274","Misin18G161100.1","'Misin05G077700.1"", 'Misin05G102900.1"", 'Misin05G114600.1"", 'Misin05G131500.1"", 'Misin05G340100.1"", 'Misin17G073700.1"", 'Misin17G080200.1"", 'Misin17G095200.1"", 'Misin16G187400.1"", 'MisinT209900.1"", 'Misin08G053600.1"", 'Misin08G058000.1"", 'Misin08G071900.1"", 'Misin08G080300.1"", 'Misin08G092900.1"", 'Misin08G240700.1"", 'Misin01G078300.1"", 'Misin01G083100.1"", 'Misin01G229200.1"", 'Misin01G396200.1"", 'Misin01G442500.1"", 'Misin01G480600.1"", 'Misin06G132100.1"", 'Misin06G189400.1"", 'Misin06G242400.1"", 'Misin02G218100.1"", 'Misin02G512900.1"", 'Misin14G052100.1"", 'Misin14G140300.1"", 'MisinT292000.1"", 'Misin15G158800.1"", 'Misin19G142100.1"", 'Misin19G192900.1"", 'Misin19G252900.1"", 'Misin19G257700.1"", 'Misin03G061300.1"", 'Misin03G094100.1"", 'Misin03G137200.1"", 'Misin03G340500.1"", 'Misin18G039200.1"", 'Misin18G057000.1"", 'Misin18G082400.1"", 'Misin18G091100.1"", 'Misin18G117100.1"", 'Misin18G144400.1"", 'Misin18G181500.1"", 'Misin18G184900.1"", 'Misin04G219000.1"", 'Misin04G268200.1"", 'Misin04G383000.1"", 'Misin07G002700.1"", 'Misin07G264000.1"", 'Misin07G274900.1"", 'Misin07G344500.1"", 'Misin07G388500.1"", 'Misin07G509100.1"", 'Misin07G532100.1"", 'MisinT109800.1"""
"4275","Misin18G161800.1","'MisinT060700.1"", 'MisinT292500.1"", 'Misin17G055400.1"", 'Misin16G070900.1"", 'Misin16G164300.1"", 'Misin08G267600.1"", 'Misin01G288900.1"", 'Misin06G151800.1"", 'MisinT118100.1"", 'MisinT058100.1"", 'MisinT087200.1"", 'MisinT103200.1"", 'Misin15G032100.1"", 'MisinT401200.1"", 'Misin19G014500.1"", 'Misin19G264000.1"", 'Misin03G291000.1"", 'Misin18G050200.1"", 'Misin18G143100.1"", 'Misin18G205000.1"", 'Misin04G138400.1"", 'Misin04G246400.1"", 'Misin04G248500.1"", 'Misin04G300000.1"", 'Misin04G390700.1"", 'Misin13G041800.1"", 'Misin07G028700.1"", 'Misin07G032700.1"", 'Misin07G151600.1"", 'Misin07G261800.1"", 'Misin07G384100.1"""
"4276","Misin18G161900.1","'Misin17G225500.1"", 'Misin01G119100.1"", 'Misin02G433200.1"", 'Misin11G087500.1"", 'Misin19G178500.1"", 'Misin03G168100.1"", 'Misin03G289100.1"", 'Misin04G230500.1"", 'MisinT451200.1"", 'Misin07G057900.1"""
"4277","Misin18G162100.1","'Misin06G292100.1"", 'Misin11G009100.1"""
"4278","Misin18G162300.1","'Misin05G083700.1"", 'Misin05G176100.1"", 'Misin05G179500.1"", 'Misin05G238300.1"", 'Misin05G256000.1"", 'Misin05G296800.1"", 'Misin05G358800.1"", 'Misin05G375800.1"", 'Misin05G403200.1"", 'Misin10G044600.1"", 'Misin10G093000.1"", 'Misin10G173700.1"", 'Misin10G185400.1"", 'Misin17G006700.1"", 'Misin17G127600.1"", 'Misin17G167400.1"", 'Misin16G059800.1"", 'Misin16G093600.1"", 'Misin08G016600.1"", 'Misin08G203000.1"", 'Misin08G203100.1"", 'Misin08G270200.1"", 'Misin01G126400.1"", 'Misin01G208700.1"", 'Misin01G350400.1"", 'Misin01G427400.1"", 'MisinT240900.1"", 'Misin06G108900.1"", 'Misin06G309600.1"", 'Misin06G382500.1"", 'MisinT135300.1"", 'Misin02G031200.1"", 'Misin02G082000.1"", 'Misin02G165000.1"", 'Misin02G362200.1"", 'Misin02G362400.1"", 'Misin02G456900.1"", 'Misin02G466600.1"", 'Misin02G489700.1"", 'MisinT047600.1"", 'Misin09G083300.1"", 'Misin09G121200.1"", 'Misin11G082400.1"", 'Misin15G199200.1"", 'Misin19G111900.1"", 'Misin19G118800.1"", 'Misin19G138200.1"", 'Misin19G219800.1"", 'Misin03G151400.1"", 'Misin18G266400.1"", 'Misin12G099700.1"", 'MisinT249600.1"", 'Misin04G048700.1"", 'Misin04G116300.1"", 'Misin04G185300.1"", 'Misin04G241600.1"", 'Misin04G348000.1"", 'Misin04G372300.1"", 'Misin04G387600.1"", 'Misin13G064600.1"", 'Misin13G084300.1"", 'Misin13G108500.1"", 'Misin13G142300.1"", 'Misin13G178000.1"", 'Misin13G178100.1"", 'MisinT467100.1"", 'Misin07G027600.1"", 'Misin07G395400.1"", 'Misin07G478200.1"", 'Misin07G504300.1"", 'Misin07G531200.1"", 'MisinT070900.1"""
"4279","Misin18G163000.1","'MisinT487400.1"", 'Misin05G198100.1"", 'Misin16G135000.1"", 'Misin01G127800.1"", 'Misin01G237700.1"", 'Misin01G442500.1"", 'Misin06G011500.1"", 'Misin06G220100.1"", 'Misin06G415900.1"", 'Misin14G106600.1"", 'Misin15G043000.1"", 'Misin19G156300.1"", 'Misin18G273200.1"", 'Misin12G249500.1"", 'Misin13G039900.1"", 'Misin07G453400.1"""
"4280","Misin18G163100.1","'Misin05G405000.1"", 'Misin17G017800.1"", 'Misin17G160900.1"", 'Misin08G246100.1"", 'Misin08G293600.1"", 'Misin01G091700.1"", 'Misin01G110100.1"", 'Misin01G502900.1"", 'Misin06G209100.1"", 'Misin06G249100.1"", 'MisinT395500.1"", 'Misin02G195300.1"", 'Misin15G203500.1"", 'Misin19G103800.1"", 'Misin19G156600.1"", 'Misin03G137000.1"", 'Misin03G224100.1"", 'Misin03G251200.1"", 'Misin18G142800.1"", 'Misin04G116500.1"", 'Misin04G121400.1"", 'Misin04G346300.1"", 'Misin07G229000.1"", 'Misin07G431800.1"", 'Misin07G557800.1"""
"4281","Misin18G163500.1","'Misin08G059200.1"", 'Misin08G226800.1"", 'Misin08G290100.1"", 'Misin08G324500.1"", 'Misin01G010400.1"", 'Misin01G278800.1"", 'Misin14G154700.1"", 'Misin11G226500.1"", 'Misin19G157300.1"", 'Misin03G138700.1"", 'Misin07G137600.1"""
"4282","Misin18G165900.1","'"""
"4283","Misin18G166200.1","'Misin05G400100.1"", 'Misin16G050400.1"", 'Misin16G210200.1"", 'Misin01G380500.1"", 'Misin06G211000.1"", 'Misin06G409700.1"", 'Misin02G121700.1"", 'Misin02G137300.1"", 'Misin02G337100.1"", 'Misin02G366800.1"", 'Misin02G478400.1"", 'Misin09G119300.1"", 'Misin09G173400.1"", 'Misin09G181900.1"", 'Misin11G088000.1"", 'Misin11G130100.1"", 'MisinT190600.1"", 'MisinT501300.1"", 'Misin19G218600.1"", 'Misin03G021200.1"", 'Misin03G120800.1"", 'Misin03G134400.1"", 'Misin03G148700.1"", 'Misin03G217800.1"", 'Misin18G095600.1"", 'Misin12G071600.1"", 'Misin12G254800.1"", 'Misin04G215400.1"", 'Misin04G387300.1"", 'Misin13G054400.1"", 'Misin13G141700.1"", 'Misin13G160100.1"", 'Misin13G164700.1"", 'Misin13G187100.1"", 'Misin07G185000.1"", 'Misin07G261700.1"", 'MisinT544100.1"""
"4284","Misin18G169500.1","'Misin05G073300.1"", 'Misin05G157400.1"", 'Misin05G170600.1"", 'Misin05G275300.1"", 'Misin05G314000.1"", 'Misin05G381700.1"", 'Misin17G038700.1"", 'Misin17G120200.1"", 'Misin17G122600.1"", 'Misin17G182200.1"", 'Misin17G184500.1"", 'Misin17G242500.1"", 'Misin16G000800.1"", 'Misin16G102900.1"", 'Misin16G152400.1"", 'Misin08G005100.1"", 'Misin08G159000.1"", 'Misin08G219100.1"", 'Misin08G253000.1"", 'Misin08G253100.1"", 'Misin01G015600.1"", 'Misin01G049800.1"", 'Misin01G131800.1"", 'Misin01G148000.1"", 'Misin01G178200.1"", 'Misin01G234100.1"", 'Misin01G368200.1"", 'Misin01G440900.1"", 'Misin01G516500.1"", 'Misin06G091100.1"", 'Misin06G223300.1"", 'Misin06G336900.1"", 'Misin06G380700.1"", 'Misin06G392800.1"", 'Misin02G049100.1"", 'Misin02G121900.1"", 'Misin02G296200.1"", 'Misin02G377500.1"", 'Misin02G401700.1"", 'Misin02G446400.1"", 'Misin14G059000.1"", 'Misin14G079400.1"", 'Misin09G034300.1"", 'Misin09G062700.1"", 'Misin09G132900.1"", 'Misin11G030300.1"", 'Misin11G043700.1"", 'Misin11G104300.1"", 'Misin11G141400.1"", 'MisinT348200.1"", 'Misin15G141100.1"", 'MisinT108800.1"", 'Misin03G187300.1"", 'Misin03G303500.1"", 'Misin18G109700.1"", 'MisinT148800.1"", 'MisinT231000.1"", 'Misin12G041400.1"", 'Misin12G052800.1"", 'Misin12G080900.1"", 'Misin12G209300.1"", 'Misin04G009600.1"", 'Misin04G051600.1"", 'Misin04G228100.1"", 'Misin04G342500.1"", 'Misin04G365900.1"", 'Misin04G377000.1"", 'Misin13G123500.1"", 'Misin13G174300.1"", 'Misin13G179900.1"", 'Misin13G191200.1"", 'MisinT451200.1"", 'MisinT300600.1"", 'Misin07G034800.1"", 'Misin07G050400.1"", 'Misin07G054800.1"", 'Misin07G143200.1"", 'Misin07G178200.1"", 'Misin07G198400.1"", 'Misin07G236300.1"", 'Misin07G284800.1"", 'Misin07G295300.1"", 'Misin07G355600.1"", 'Misin07G394000.1"", 'Misin07G429300.1"", 'Misin07G456800.1"", 'Misin07G457000.1"", 'Misin07G457100.1"", 'Misin07G515200.1"", 'Misin07G541700.1"", 'Misin07G551700.1"""
"4285","Misin18G169600.1","'Misin09G034400.1"""
"4286","Misin18G171100.1","'"""
"4287","Misin18G176600.1","'Misin01G261100.1"", 'Misin09G094400.1"", 'MisinT063200.1"", 'Misin04G163200.1"", 'Misin04G333000.1"", 'Misin13G108600.1"", 'Misin07G196000.1"""
"4288","Misin18G177100.1","'MisinT457800.1"", 'MisinT009900.1"", 'Misin05G032600.1"", 'Misin05G241000.1"", 'Misin05G409100.1"", 'Misin17G195800.1"", 'MisinT415400.1"", 'Misin08G189600.1"", 'Misin08G328300.1"", 'Misin01G119000.1"", 'Misin01G321000.1"", 'Misin06G129400.1"", 'Misin06G407200.1"", 'Misin02G018400.1"", 'Misin02G290300.1"", 'Misin02G338000.1"", 'Misin02G448400.1"", 'Misin02G495000.1"", 'Misin02G509200.1"", 'Misin14G076200.1"", 'Misin11G010100.1"", 'Misin11G105200.1"", 'Misin11G115800.1"", 'Misin03G122300.1"", 'Misin03G265400.1"", 'Misin18G004400.1"", 'Misin18G061800.1"", 'Misin18G179000.1"", 'Misin18G204100.1"", 'Misin12G103300.1"", 'Misin12G107000.1"", 'Misin12G254400.1"", 'Misin04G006400.1"", 'Misin04G100700.1"", 'Misin04G217600.1"", 'Misin07G393800.1"", 'Misin07G521200.1"""
"4289","Misin18G179300.1","'MisinT010800.1"", 'MisinT107200.1"", 'Misin05G264600.1"", 'MisinT066200.1"", 'Misin17G072300.1"", 'Misin16G081200.1"", 'Misin16G129700.1"", 'Misin16G130000.1"", 'Misin16G157400.1"", 'Misin08G102600.1"", 'Misin08G154400.1"", 'Misin01G036300.1"", 'Misin01G419400.1"", 'Misin02G360900.1"", 'Misin14G095700.1"", 'MisinT549200.1"", 'Misin15G047600.1"", 'Misin19G045500.1"", 'Misin19G112300.1"", 'Misin19G125800.1"", 'Misin19G245700.1"", 'Misin03G201600.1"", 'Misin03G307900.1"", 'Misin18G038200.1"", 'Misin18G076200.1"", 'Misin18G159300.1"", 'Misin18G216700.1"", 'Misin18G249300.1"", 'MisinT055900.1"", 'Misin12G200500.1"", 'Misin12G207400.1"", 'Misin04G319100.1"", 'Misin13G184900.1"", 'Misin13G195900.1"", 'Misin07G177200.1"", 'Misin07G227000.1"", 'Misin07G326300.1"", 'Misin07G402800.1"", 'Misin07G428500.1"""
"4290","Misin18G181800.1","'Misin05G108800.1"", 'Misin05G387100.1"", 'Misin10G036000.1"", 'Misin16G027000.1"", 'Misin08G122100.1"", 'Misin09G023200.1"", 'Misin09G112200.1"", 'Misin15G004200.1"", 'Misin15G004300.1"", 'Misin19G035000.1"", 'Misin03G368800.1"", 'Misin18G226600.1"", 'Misin12G103200.1"", 'Misin04G341400.1"", 'Misin13G054000.1"""
"4291","Misin18G183500.1","'Misin05G183500.1"", 'Misin10G110900.1"", 'Misin10G132200.1"", 'Misin17G081500.1"", 'MisinT200100.1"", 'Misin16G058800.1"", 'Misin16G118300.1"", 'Misin16G154900.1"", 'Misin16G224400.1"", 'Misin01G466500.1"", 'MisinT392000.1"", 'Misin06G279300.1"", 'Misin06G324500.1"", 'Misin06G374500.1"", 'Misin02G172500.1"", 'Misin02G210800.1"", 'Misin02G341500.1"", 'Misin14G104600.1"", 'MisinT234400.1"", 'Misin11G007800.1"", 'Misin11G103800.1"", 'Misin11G201300.1"", 'Misin19G025800.1"", 'Misin19G138400.1"", 'Misin19G176900.1"", 'Misin03G338800.1"", 'MisinT386700.1"", 'Misin18G092100.1"", 'MisinT034500.1"", 'Misin12G221000.1"", 'Misin04G197900.1"", 'Misin13G067300.1"", 'Misin13G073000.1"", 'MisinT432000.1"", 'Misin07G098800.1"", 'Misin07G135300.1"", 'MisinT004800.1"", 'MisinT340300.1"""
"4292","Misin18G184500.1","'Misin10G156900.1"", 'Misin10G198200.1"", 'Misin11G224400.1"", 'Misin11G224500.1"", 'Misin15G028300.1"", 'Misin19G145700.1"", 'Misin03G176700.1"", 'Misin04G378900.1"", 'Misin04G381400.1"""
"4293","Misin18G185000.1","'MisinT568600.1"", 'Misin05G002800.1"", 'Misin05G206200.1"", 'Misin05G296400.1"", 'Misin16G067900.1"", 'Misin08G120900.1"", 'Misin08G152500.1"", 'Misin01G122900.1"", 'Misin01G327000.1"", 'Misin01G463500.1"", 'Misin06G052000.1"", 'Misin06G182700.1"", 'Misin06G192600.1"", 'Misin06G374300.1"", 'Misin02G196000.1"", 'MisinT269200.1"", 'Misin09G152800.1"", 'Misin11G051300.1"", 'Misin11G086000.1"", 'MisinT068200.1"", 'Misin19G001600.1"", 'Misin19G066200.1"", 'MisinT107700.1"", 'MisinT296700.1"", 'Misin03G049200.1"", 'Misin03G122000.1"", 'Misin18G007100.1"", 'Misin18G023100.1"", 'Misin18G083100.1"", 'Misin18G258700.1"", 'Misin12G195400.1"", 'Misin12G273300.1"", 'Misin04G342300.1"", 'Misin04G358000.1"", 'Misin04G408700.1"", 'Misin13G117000.1"", 'Misin07G048800.1"", 'Misin07G099700.1"", 'Misin07G282900.1"", 'Misin07G300000.1"", 'Misin07G486500.1"", 'Misin07G487600.1"""
"4294","Misin18G185400.1","'MisinT219500.1"", 'Misin05G031200.1"", 'Misin05G044100.1"", 'Misin05G051000.1"", 'Misin05G074400.1"", 'Misin05G271000.1"", 'Misin05G278800.1"", 'Misin05G390300.1"", 'Misin05G406400.1"", 'Misin10G046700.1"", 'Misin10G108500.1"", 'Misin16G113900.1"", 'Misin08G004100.1"", 'Misin08G179800.1"", 'Misin08G197400.1"", 'Misin08G235000.1"", 'Misin01G017100.1"", 'Misin01G293500.1"", 'Misin01G302300.1"", 'Misin01G329700.1"", 'Misin01G358900.1"", 'Misin01G400700.1"", 'MisinT384200.1"", 'Misin06G060800.1"", 'Misin06G178900.1"", 'Misin06G259800.1"", 'Misin06G296700.1"", 'Misin02G464000.1"", 'Misin02G499100.1"", 'Misin14G041400.1"", 'Misin09G144100.1"", 'Misin11G211000.1"", 'Misin11G262200.1"", 'MisinT446600.1"", 'MisinT035800.1"", 'Misin15G077500.1"", 'Misin03G085900.1"", 'Misin03G100000.1"", 'Misin03G113600.1"", 'Misin03G126900.1"", 'Misin03G292800.1"", 'Misin03G297000.1"", 'Misin18G111400.1"", 'Misin18G187000.1"", 'Misin12G073700.1"", 'Misin12G120600.1"", 'Misin12G251200.1"", 'Misin12G281100.1"", 'Misin04G003900.1"", 'Misin04G134900.1"", 'Misin04G174400.1"", 'Misin04G308700.1"", 'Misin07G297500.1"", 'Misin07G300000.1"", 'Misin07G321800.1"", 'Misin07G487600.1"", 'Misin07G496700.1"", 'Misin07G545500.1"""
"4295","Misin18G186000.1","'MisinT493200.1"", 'Misin05G253300.1"", 'Misin05G371100.1"", 'Misin17G173100.1"", 'Misin17G193200.1"", 'MisinT158000.1"", 'Misin01G017900.1"", 'Misin01G022500.1"", 'Misin01G281700.1"", 'Misin01G340500.1"", 'Misin06G037900.1"", 'Misin06G186300.1"", 'Misin06G310500.1"", 'Misin06G385800.1"", 'Misin02G222000.1"", 'Misin02G356900.1"", 'Misin09G118500.1"", 'Misin11G027100.1"", 'Misin15G189100.1"", 'Misin19G054200.1"", 'Misin19G132100.1"", 'Misin19G169800.1"", 'Misin18G115400.1"", 'Misin18G133300.1"", 'Misin18G180700.1"", 'Misin12G099200.1"", 'Misin12G114200.1"", 'Misin12G157100.1"", 'Misin04G088400.1"", 'Misin13G066400.1"", 'MisinT083700.1"", 'Misin07G391600.1"", 'Misin07G532100.1"""
"4296","Misin18G187000.1","'Misin05G074400.1"", 'Misin05G166300.1"", 'Misin05G278800.1"", 'Misin05G348800.1"", 'Misin05G390300.1"", 'Misin05G406400.1"", 'Misin10G071600.1"", 'Misin17G034700.1"", 'MisinT158100.1"", 'Misin16G002600.1"", 'Misin16G069400.1"", 'MisinT377500.1"", 'Misin08G002300.1"", 'Misin08G221300.1"", 'Misin08G224800.1"", 'Misin08G272300.1"", 'MisinT223000.1"", 'Misin01G066300.1"", 'Misin01G067000.1"", 'Misin01G132500.1"", 'Misin01G137200.1"", 'Misin01G177000.1"", 'Misin01G293500.1"", 'Misin01G302300.1"", 'Misin01G309500.1"", 'Misin01G332800.1"", 'Misin01G363900.1"", 'Misin01G389900.1"", 'Misin01G408200.1"", 'Misin01G485700.1"", 'MisinT220600.1"", 'Misin06G006600.1"", 'Misin06G043100.1"", 'Misin06G054200.1"", 'Misin06G248300.1"", 'Misin06G267700.1"", 'Misin06G360800.1"", 'Misin06G372300.1"", 'Misin02G021000.1"", 'Misin02G163500.1"", 'Misin02G193300.1"", 'Misin02G197200.1"", 'Misin02G228000.1"", 'Misin02G290500.1"", 'Misin02G294400.1"", 'Misin02G457400.1"", 'Misin02G498900.1"", 'Misin14G169200.1"", 'MisinT028500.1"", 'Misin09G021800.1"", 'Misin09G053100.1"", 'Misin09G090400.1"", 'Misin09G127300.1"", 'Misin09G144100.1"", 'MisinT163200.1"", 'Misin11G010800.1"", 'Misin11G094300.1"", 'Misin11G106200.1"", 'Misin11G151400.1"", 'Misin11G202200.1"", 'Misin11G231100.1"", 'Misin11G255100.1"", 'Misin11G273900.1"", 'MisinT446600.1"", 'MisinT277100.1"", 'Misin15G084800.1"", 'Misin15G169000.1"", 'Misin19G001900.1"", 'Misin19G120100.1"", 'Misin19G124600.1"", 'Misin19G209200.1"", 'MisinT296800.1"", 'Misin03G045400.1"", 'Misin03G153400.1"", 'Misin03G181100.1"", 'Misin03G184800.1"", 'Misin03G192400.1"", 'Misin03G209200.1"", 'Misin03G261200.1"", 'Misin03G311800.1"", 'Misin03G351100.1"", 'Misin18G014200.1"", 'Misin18G185400.1"", 'Misin18G256400.1"", 'MisinT353400.1"", 'Misin12G058200.1"", 'Misin12G278700.1"", 'Misin04G007500.1"", 'Misin04G203200.1"", 'Misin04G279300.1"", 'Misin04G308700.1"", 'Misin04G321000.1"", 'Misin04G398300.1"", 'Misin13G160200.1"", 'Misin13G187500.1"", 'Misin07G073200.1"", 'Misin07G120100.1"", 'Misin07G176700.1"", 'Misin07G235900.1"", 'Misin07G321800.1"", 'Misin07G464200.1"""
"4297","Misin18G188200.1","'Misin10G147100.1"", 'Misin17G077100.1"", 'Misin17G183200.1"", 'Misin17G235800.1"", 'Misin16G038300.1"", 'Misin16G065300.1"", 'Misin16G178900.1"", 'Misin16G232800.1"", 'Misin08G158800.1"", 'Misin08G191300.1"", 'Misin08G240300.1"", 'Misin08G256700.1"", 'Misin08G294000.1"", 'Misin01G313200.1"", 'Misin01G472800.1"", 'Misin01G489100.1"", 'Misin01G507200.1"", 'Misin02G123800.1"", 'Misin02G395000.1"", 'Misin02G456500.1"", 'MisinT224600.1"", 'Misin14G021100.1"", 'MisinT537800.1"", 'Misin09G017600.1"", 'Misin09G021800.1"", 'Misin09G194400.1"", 'Misin11G151400.1"", 'Misin11G164800.1"", 'Misin11G254100.1"", 'Misin11G273100.1"", 'MisinT023200.1"", 'Misin15G019200.1"", 'Misin19G070500.1"", 'MisinT352500.1"", 'MisinT181000.1"", 'Misin03G107200.1"", 'Misin03G115000.1"", 'Misin03G305700.1"", 'Misin18G155300.1"", 'Misin18G168200.1"", 'Misin18G186500.1"", 'Misin12G001700.1"", 'Misin12G067100.1"", 'MisinT002100.1"", 'Misin04G282400.1"", 'Misin04G341000.1"", 'Misin13G091100.1"", 'MisinT251200.1"", 'Misin07G213800.1"", 'Misin07G275800.1"", 'Misin07G534100.1"""
"4298","Misin18G188500.1","'Misin19G004700.1"", 'Misin12G184600.1"", 'Misin07G389400.1"""
"4299","Misin18G188600.1","'Misin05G049800.1"", 'Misin05G153700.1"", 'Misin05G258200.1"", 'Misin05G364400.1"", 'Misin16G008200.1"", 'Misin16G211400.1"", 'Misin08G110700.1"", 'Misin08G260700.1"", 'Misin01G324700.1"", 'Misin01G413600.1"", 'Misin06G013900.1"", 'Misin06G095400.1"", 'Misin06G321300.1"", 'Misin06G348400.1"", 'Misin06G349800.1"", 'Misin06G357100.1"", 'Misin06G407200.1"", 'Misin02G018000.1"", 'Misin02G045900.1"", 'Misin02G055800.1"", 'Misin02G095900.1"", 'Misin02G290300.1"", 'Misin02G366300.1"", 'Misin14G080400.1"", 'Misin09G115200.1"", 'Misin15G048100.1"", 'Misin19G066800.1"", 'Misin19G166500.1"", 'Misin03G247200.1"", 'Misin03G255800.1"", 'MisinT302600.1"", 'Misin12G105100.1"", 'Misin12G142100.1"", 'Misin12G282500.1"", 'Misin04G004700.1"", 'Misin04G039900.1"", 'Misin04G070800.1"", 'Misin04G352900.1"", 'Misin04G396400.1"", 'Misin07G033700.1"", 'Misin07G283900.1"", 'Misin07G412800.1"", 'Misin07G442200.1"""
"4300","Misin18G190500.1","'Misin17G066700.1"", 'Misin08G144100.1"", 'Misin01G070800.1"", 'Misin01G373500.1"", 'Misin09G109800.1"", 'Misin09G195100.1"", 'Misin03G343400.1"", 'Misin12G022000.1"", 'Misin04G207400.1"", 'Misin07G356900.1"""
"4301","Misin18G190600.1","'Misin05G270300.1"", 'Misin05G337600.1"", 'Misin10G010700.1"", 'Misin10G049300.1"", 'Misin17G120800.1"", 'Misin17G232300.1"", 'Misin16G192000.1"", 'Misin08G110900.1"", 'Misin08G167800.1"", 'Misin08G186000.1"", 'Misin08G296400.1"", 'Misin01G064500.1"", 'Misin01G350000.1"", 'Misin01G360200.1"", 'Misin01G471500.1"", 'Misin01G474500.1"", 'Misin01G480600.1"", 'Misin06G254900.1"", 'Misin06G351800.1"", 'Misin06G357400.1"", 'Misin02G093300.1"", 'Misin02G249100.1"", 'Misin02G345200.1"", 'Misin02G425200.1"", 'Misin09G119700.1"", 'MisinT243800.1"", 'Misin11G065000.1"", 'Misin11G110800.1"", 'Misin19G023100.1"", 'Misin03G015600.1"", 'Misin03G279600.1"", 'Misin03G303000.1"", 'Misin03G323900.1"", 'Misin18G032900.1"", 'Misin18G236000.1"", 'Misin12G045400.1"", 'Misin12G071200.1"", 'Misin04G050200.1"", 'Misin04G167400.1"", 'Misin04G181500.1"", 'Misin04G363300.1"", 'Misin04G377200.1"", 'Misin13G152300.1"", 'Misin13G181800.1"", 'Misin07G064800.1"", 'Misin07G102500.1"", 'Misin07G114100.1"", 'Misin07G160600.1"", 'Misin07G183900.1"", 'Misin07G245200.1"", 'Misin07G396600.1"""
"4302","Misin18G190700.1","'MisinT301800.1"", 'Misin05G103500.1"", 'Misin05G391500.1"", 'Misin08G302600.1"", 'Misin19G074000.1"", 'Misin04G257500.1"", 'Misin04G312300.1"""
"4303","Misin18G190800.1","'Misin05G000200.1"", 'MisinT412700.1"", 'Misin16G153400.1"", 'Misin08G273500.1"", 'Misin01G119500.1"", 'Misin01G315700.1"", 'Misin06G208100.1"", 'Misin06G314400.1"", 'Misin02G121200.1"", 'Misin02G270000.1"", 'Misin11G223000.1"", 'Misin19G040700.1"", 'Misin19G136900.1"", 'Misin19G238900.1"", 'Misin03G241800.1"", 'Misin03G312200.1"", 'Misin12G097900.1"", 'Misin04G255100.1"", 'Misin13G067000.1"", 'Misin07G458000.1"""
"4304","Misin18G192400.1","'Misin05G038500.1"", 'Misin05G051700.1"", 'Misin05G073300.1"", 'Misin05G096500.1"", 'Misin05G218100.1"", 'Misin05G229900.1"", 'Misin05G260100.1"", 'Misin10G094500.1"", 'Misin10G123400.1"", 'Misin17G003900.1"", 'Misin17G022600.1"", 'Misin17G095900.1"", 'Misin17G116000.1"", 'Misin17G127900.1"", 'Misin17G219800.1"", 'Misin17G242500.1"", 'MisinT076700.1"", 'Misin16G030300.1"", 'Misin16G039200.1"", 'Misin16G243000.1"", 'Misin16G243100.1"", 'Misin16G251500.1"", 'Misin16G260500.1"", 'Misin16G262200.1"", 'Misin08G005800.1"", 'Misin08G147000.1"", 'Misin08G167000.1"", 'Misin01G003400.1"", 'Misin01G025800.1"", 'Misin01G077800.1"", 'Misin01G194700.1"", 'Misin01G281400.1"", 'Misin06G042400.1"", 'Misin06G047700.1"", 'Misin06G050900.1"", 'Misin06G222300.1"", 'Misin06G324700.1"", 'Misin06G335100.1"", 'Misin02G050500.1"", 'Misin02G075700.1"", 'Misin02G195200.1"", 'Misin02G393500.1"", 'Misin02G489000.1"", 'Misin14G097200.1"", 'Misin14G124100.1"", 'MisinT567600.1"", 'Misin09G021900.1"", 'Misin09G113800.1"", 'MisinT078500.1"", 'Misin11G029100.1"", 'Misin11G077200.1"", 'Misin11G129400.1"", 'Misin11G250400.1"", 'Misin15G113700.1"", 'Misin15G156500.1"", 'Misin19G054300.1"", 'MisinT143700.1"", 'Misin03G056600.1"", 'Misin03G355700.1"", 'MisinT561800.1"", 'Misin18G053800.1"", 'Misin18G062000.1"", 'Misin18G103100.1"", 'Misin18G262300.1"", 'Misin12G080700.1"", 'Misin12G091700.1"", 'Misin12G135600.1"", 'Misin12G136900.1"", 'Misin12G241200.1"", 'Misin04G094200.1"", 'Misin04G141300.1"", 'Misin04G167600.1"", 'Misin04G260800.1"", 'Misin04G296600.1"", 'Misin04G339300.1"", 'Misin04G359900.1"", 'Misin04G377000.1"", 'MisinT330200.1"", 'Misin07G031200.1"", 'Misin07G034500.1"", 'Misin07G069600.1"", 'Misin07G080700.1"", 'Misin07G093000.1"", 'Misin07G120500.1"", 'Misin07G134800.1"", 'Misin07G138700.1"", 'Misin07G178200.1"", 'Misin07G318600.1"", 'Misin07G434500.1"", 'Misin07G533400.1"", 'Misin07G548700.1"", 'Misin07G551300.1"", 'Misin07G551500.1"", 'MisinT579100.1"""
"4305","Misin18G192500.1","'Misin15G032900.1"""
